Latitude,Longitude,BlockCode,County,State
40.48,-74.105879397,340258016001000,Monmouth,NJ
40.48,-74.1027135678,340258016001000,Monmouth,NJ
40.48,-74.0995477387,340258016001000,Monmouth,NJ
40.48,-74.0963819095,340258016001000,Monmouth,NJ
40.48,-74.0932160804,340259900000005,Monmouth,NJ
40.48,-74.0900502513,340259900000005,Monmouth,NJ
40.48,-74.0868844221,340259900000005,Monmouth,NJ
40.48,-74.083718593,340259900000005,Monmouth,NJ
40.48,-74.0805527638,340259900000005,Monmouth,NJ
40.48,-74.0773869347,340259900000005,Monmouth,NJ
40.48,-74.0742211055,340259900000005,Monmouth,NJ
40.48,-74.0710552764,340259900000005,Monmouth,NJ
40.48,-74.0678894472,340259900000005,Monmouth,NJ
40.48,-74.0647236181,340259900000005,Monmouth,NJ
40.48,-74.0615577889,340259900000005,Monmouth,NJ
40.48,-74.05839195979999,340259900000005,Monmouth,NJ
40.48,-74.05522613069999,340259900000005,Monmouth,NJ
40.48,-74.05206030149999,340259900000005,Monmouth,NJ
40.48,-74.0488944724,340259900000005,Monmouth,NJ
40.48,-74.0457286432,340259900000005,Monmouth,NJ
40.48,-74.0425628141,340259900000005,Monmouth,NJ
40.48,-74.0393969849,340259900000005,Monmouth,NJ
40.48,-74.0362311558,340259900000005,Monmouth,NJ
40.48,-74.0330653266,340258005003000,Monmouth,NJ
40.48,-74.0298994975,340258121001001,Monmouth,NJ
40.48,-74.0267336683,340258121001001,Monmouth,NJ
40.48,-74.0235678392,340258121001001,Monmouth,NJ
40.48,-74.0204020101,340258121001001,Monmouth,NJ
40.48,-74.0172361809,340258121001001,Monmouth,NJ
40.48,-74.0140703518,340258121001001,Monmouth,NJ
40.48,-74.0109045226,340259900000004,Monmouth,NJ
40.48,-74.0077386935,340259900000004,Monmouth,NJ
40.48,-74.0045728643,340259900000004,Monmouth,NJ
40.48,-74.0014070352,340259900000004,Monmouth,NJ
40.48,-73.998241206,340259900000004,Monmouth,NJ
40.48,-73.99507537689999,340259900000004,Monmouth,NJ
40.48,-73.9919095477,340259900000003,Monmouth,NJ
40.48,-73.98874371859999,340259900000003,Monmouth,NJ
40.48,-73.98557788939999,340259900000003,Monmouth,NJ
40.48,-73.98241206029999,340259900000003,Monmouth,NJ
40.48,-73.9792462312,340259900000003,Monmouth,NJ
40.48,-73.976080402,340259900000003,Monmouth,NJ
40.48,-73.9729145729,340259900000003,Monmouth,NJ
40.48,-73.9697487437,340259900000003,Monmouth,NJ
40.48,-73.9665829146,340259900000003,Monmouth,NJ
40.48,-73.9634170854,340259900000003,Monmouth,NJ
40.48,-73.9602512563,340259900000003,Monmouth,NJ
40.48,-73.9570854271,340259900000003,Monmouth,NJ
40.48,-73.953919598,340259900000003,Monmouth,NJ
40.48,-73.9507537688,340259900000003,Monmouth,NJ
40.48,-73.9475879397,340259900000003,Monmouth,NJ
40.48,-73.9444221106,340259900000003,Monmouth,NJ
40.48,-73.9412562814,340259900000003,Monmouth,NJ
40.48,-73.93809045229999,340259900000003,Monmouth,NJ
40.48,-73.9349246231,340259900000003,Monmouth,NJ
40.48,-73.93175879399999,340259900000003,Monmouth,NJ
40.48,-73.92859296479999,340259900000003,Monmouth,NJ
40.48,-73.92542713569999,340259900000003,Monmouth,NJ
40.48,-73.92226130649999,340259900000003,Monmouth,NJ
40.48,-73.91909547739999,340259900000003,Monmouth,NJ
40.48,-73.91592964819999,340259900000003,Monmouth,NJ
40.48,-73.9127638191,340259900000003,Monmouth,NJ
40.48,-73.90959798989999,340259900000003,Monmouth,NJ
40.48,-73.9064321608,340259900000003,Monmouth,NJ
40.48,-73.9032663317,340259900000003,Monmouth,NJ
40.48,-73.9001005025,340259900000003,Monmouth,NJ
40.48,-73.8969346734,340259900000003,Monmouth,NJ
40.48,-73.8937688442,340259900000003,Monmouth,NJ
40.48,-73.8906030151,340259900000003,Monmouth,NJ
40.4822613065,-74.28,340230076002007,Middlesex,NJ
40.4822613065,-74.2768341709,340230076003016,Middlesex,NJ
40.4822613065,-74.2736683417,340230076003008,Middlesex,NJ
40.4822613065,-74.2705025126,340230076003002,Middlesex,NJ
40.4822613065,-74.2673366834,340230076003001,Middlesex,NJ
40.4822613065,-74.2641708543,340230076003001,Middlesex,NJ
40.4822613065,-74.2610050251,340230074021000,Middlesex,NJ
40.4822613065,-74.257839196,340230074021000,Middlesex,NJ
40.4822613065,-74.2546733668,340230074021000,Middlesex,NJ
40.4822613065,-74.25150753770001,340230074025000,Middlesex,NJ
40.4822613065,-74.2483417085,340230074025000,Middlesex,NJ
40.4822613065,-74.2451758794,340230074025000,Middlesex,NJ
40.4822613065,-74.2420100503,340230080015000,Middlesex,NJ
40.4822613065,-74.2388442211,360859901000012,Richmond,NY
40.4822613065,-74.235678392,360859901000011,Richmond,NY
40.4822613065,-74.2325125628,360859901000011,Richmond,NY
40.4822613065,-74.2293467337,360859901000011,Richmond,NY
40.4822613065,-74.2261809045,360859901000011,Richmond,NY
40.4822613065,-74.2230150754,360859901000011,Richmond,NY
40.4822613065,-74.2198492462,360859901000011,Richmond,NY
40.4822613065,-74.2166834171,360859901000010,Richmond,NY
40.4822613065,-74.2135175879,360859901000010,Richmond,NY
40.4822613065,-74.2103517588,360859901000010,Richmond,NY
40.4822613065,-74.2071859296,360859901000010,Richmond,NY
40.4822613065,-74.2040201005,360859901000010,Richmond,NY
40.4822613065,-74.2008542714,360859901000010,Richmond,NY
40.4822613065,-74.1976884422,340258017005001,Monmouth,NJ
40.4822613065,-74.1945226131,340258017005001,Monmouth,NJ
40.4822613065,-74.1913567839,340258017005001,Monmouth,NJ
40.4822613065,-74.18819095479999,340258017005001,Monmouth,NJ
40.4822613065,-74.1850251256,340258017005001,Monmouth,NJ
40.4822613065,-74.1818592965,340258017005001,Monmouth,NJ
40.4822613065,-74.1786934673,340258017005001,Monmouth,NJ
40.4822613065,-74.1755276382,340258017005001,Monmouth,NJ
40.4822613065,-74.172361809,340258017005001,Monmouth,NJ
40.4822613065,-74.1691959799,340258017005001,Monmouth,NJ
40.4822613065,-74.1660301508,340258017005001,Monmouth,NJ
40.4822613065,-74.1628643216,340258017005001,Monmouth,NJ
40.4822613065,-74.1596984925,340258017005001,Monmouth,NJ
40.4822613065,-74.1565326633,340258017005001,Monmouth,NJ
40.4822613065,-74.1533668342,340258017005001,Monmouth,NJ
40.4822613065,-74.150201005,340258017005001,Monmouth,NJ
40.4822613065,-74.1470351759,340258017005001,Monmouth,NJ
40.4822613065,-74.1438693467,340258017005000,Monmouth,NJ
40.4822613065,-74.1407035176,340258017005000,Monmouth,NJ
40.4822613065,-74.1375376884,340258017005000,Monmouth,NJ
40.4822613065,-74.1343718593,340258017005000,Monmouth,NJ
40.4822613065,-74.1312060302,340258017005000,Monmouth,NJ
40.4822613065,-74.128040201,340258017005000,Monmouth,NJ
40.4822613065,-74.12487437189999,340258017005000,Monmouth,NJ
40.4822613065,-74.1217085427,340258017005000,Monmouth,NJ
40.4822613065,-74.1185427136,340258017005000,Monmouth,NJ
40.4822613065,-74.11537688439999,340258017005000,Monmouth,NJ
40.4822613065,-74.1122110553,340258017005000,Monmouth,NJ
40.4822613065,-74.1090452261,340258017005000,Monmouth,NJ
40.4822613065,-74.105879397,340258017005000,Monmouth,NJ
40.4822613065,-74.1027135678,340258016001000,Monmouth,NJ
40.4822613065,-74.0995477387,340258016001000,Monmouth,NJ
40.4822613065,-74.0963819095,340258016001000,Monmouth,NJ
40.4822613065,-74.0932160804,340259900000005,Monmouth,NJ
40.4822613065,-74.0900502513,340259900000005,Monmouth,NJ
40.4822613065,-74.0868844221,340259900000005,Monmouth,NJ
40.4822613065,-74.083718593,340259900000005,Monmouth,NJ
40.4822613065,-74.0805527638,340259900000005,Monmouth,NJ
40.4822613065,-74.0773869347,340259900000005,Monmouth,NJ
40.4822613065,-74.0742211055,340259900000005,Monmouth,NJ
40.4822613065,-74.0710552764,340259900000005,Monmouth,NJ
40.4822613065,-74.0678894472,340259900000005,Monmouth,NJ
40.4822613065,-74.0647236181,340259900000005,Monmouth,NJ
40.4822613065,-74.0615577889,340259900000005,Monmouth,NJ
40.4822613065,-74.05839195979999,340259900000005,Monmouth,NJ
40.4822613065,-74.05522613069999,340259900000005,Monmouth,NJ
40.4822613065,-74.05206030149999,340259900000005,Monmouth,NJ
40.4822613065,-74.0488944724,340259900000005,Monmouth,NJ
40.4822613065,-74.0457286432,340259900000005,Monmouth,NJ
40.4822613065,-74.0425628141,340259900000005,Monmouth,NJ
40.4822613065,-74.0393969849,340259900000005,Monmouth,NJ
40.4822613065,-74.0362311558,340259900000005,Monmouth,NJ
40.4822613065,-74.0330653266,340259900000005,Monmouth,NJ
40.4822613065,-74.0298994975,340258121001001,Monmouth,NJ
40.4822613065,-74.0267336683,340258121001001,Monmouth,NJ
40.4822613065,-74.0235678392,340258121001001,Monmouth,NJ
40.4822613065,-74.0204020101,340258121001001,Monmouth,NJ
40.4822613065,-74.0172361809,340259900000004,Monmouth,NJ
40.4822613065,-74.0140703518,340259900000004,Monmouth,NJ
40.4822613065,-74.0109045226,340259900000004,Monmouth,NJ
40.4822613065,-74.0077386935,340259900000004,Monmouth,NJ
40.4822613065,-74.0045728643,340259900000004,Monmouth,NJ
40.4822613065,-74.0014070352,340259900000004,Monmouth,NJ
40.4822613065,-73.998241206,340259900000004,Monmouth,NJ
40.4822613065,-73.99507537689999,340259900000004,Monmouth,NJ
40.4822613065,-73.9919095477,340259900000003,Monmouth,NJ
40.4822613065,-73.98874371859999,340259900000003,Monmouth,NJ
40.4822613065,-73.98557788939999,340259900000003,Monmouth,NJ
40.4822613065,-73.98241206029999,340259900000003,Monmouth,NJ
40.4822613065,-73.9792462312,340259900000003,Monmouth,NJ
40.4822613065,-73.976080402,340259900000003,Monmouth,NJ
40.4822613065,-73.9729145729,340259900000003,Monmouth,NJ
40.4822613065,-73.9697487437,340259900000003,Monmouth,NJ
40.4822613065,-73.9665829146,340259900000003,Monmouth,NJ
40.4822613065,-73.9634170854,340259900000003,Monmouth,NJ
40.4822613065,-73.9602512563,340259900000003,Monmouth,NJ
40.4822613065,-73.9570854271,340259900000003,Monmouth,NJ
40.4822613065,-73.953919598,340259900000003,Monmouth,NJ
40.4822613065,-73.9507537688,340259900000003,Monmouth,NJ
40.4822613065,-73.9475879397,340259900000003,Monmouth,NJ
40.4822613065,-73.9444221106,340259900000003,Monmouth,NJ
40.4822613065,-73.9412562814,340259900000003,Monmouth,NJ
40.4822613065,-73.93809045229999,340259900000003,Monmouth,NJ
40.4822613065,-73.9349246231,340259900000003,Monmouth,NJ
40.4822613065,-73.93175879399999,340259900000003,Monmouth,NJ
40.4822613065,-73.92859296479999,340259900000003,Monmouth,NJ
40.4822613065,-73.92542713569999,340259900000003,Monmouth,NJ
40.4822613065,-73.92226130649999,340259900000003,Monmouth,NJ
40.4822613065,-73.91909547739999,340259900000003,Monmouth,NJ
40.4822613065,-73.91592964819999,340259900000003,Monmouth,NJ
40.4822613065,-73.9127638191,340259900000003,Monmouth,NJ
40.4822613065,-73.90959798989999,340259900000003,Monmouth,NJ
40.4822613065,-73.9064321608,340259900000003,Monmouth,NJ
40.4822613065,-73.9032663317,340259900000003,Monmouth,NJ
40.4822613065,-73.9001005025,340259900000003,Monmouth,NJ
40.4822613065,-73.8969346734,340259900000003,Monmouth,NJ
40.4822613065,-73.8937688442,340259900000003,Monmouth,NJ
40.4822613065,-73.8906030151,340259900000003,Monmouth,NJ
40.4845226131,-74.28,340230075001005,Middlesex,NJ
40.4845226131,-74.2768341709,340230076003011,Middlesex,NJ
40.4845226131,-74.2736683417,340230076003000,Middlesex,NJ
40.4845226131,-74.2705025126,340230076003001,Middlesex,NJ
40.4845226131,-74.2673366834,340230076003001,Middlesex,NJ
40.4845226131,-74.2641708543,340230076003001,Middlesex,NJ
40.4845226131,-74.2610050251,340230076003001,Middlesex,NJ
40.4845226131,-74.257839196,340230074021000,Middlesex,NJ
40.4845226131,-74.2546733668,340230074021000,Middlesex,NJ
40.4845226131,-74.25150753770001,340230074021000,Middlesex,NJ
40.4845226131,-74.2483417085,340230074025000,Middlesex,NJ
40.4845226131,-74.2451758794,360859901000012,Richmond,NY
40.4845226131,-74.2420100503,360859901000012,Richmond,NY
40.4845226131,-74.2388442211,360859901000012,Richmond,NY
40.4845226131,-74.235678392,360859901000011,Richmond,NY
40.4845226131,-74.2325125628,360859901000011,Richmond,NY
40.4845226131,-74.2293467337,360859901000011,Richmond,NY
40.4845226131,-74.2261809045,360859901000011,Richmond,NY
40.4845226131,-74.2230150754,360859901000011,Richmond,NY
40.4845226131,-74.2198492462,360859901000011,Richmond,NY
40.4845226131,-74.2166834171,360859901000010,Richmond,NY
40.4845226131,-74.2135175879,360859901000010,Richmond,NY
40.4845226131,-74.2103517588,360859901000010,Richmond,NY
40.4845226131,-74.2071859296,360859901000010,Richmond,NY
40.4845226131,-74.2040201005,360859901000010,Richmond,NY
40.4845226131,-74.2008542714,360859901000009,Richmond,NY
40.4845226131,-74.1976884422,360859901000009,Richmond,NY
40.4845226131,-74.1945226131,360859901000009,Richmond,NY
40.4845226131,-74.1913567839,360859901000009,Richmond,NY
40.4845226131,-74.18819095479999,360859901000009,Richmond,NY
40.4845226131,-74.1850251256,340258017005001,Monmouth,NJ
40.4845226131,-74.1818592965,340258017005001,Monmouth,NJ
40.4845226131,-74.1786934673,340258017005001,Monmouth,NJ
40.4845226131,-74.1755276382,340258017005001,Monmouth,NJ
40.4845226131,-74.172361809,340258017005001,Monmouth,NJ
40.4845226131,-74.1691959799,340258017005001,Monmouth,NJ
40.4845226131,-74.1660301508,340258017005001,Monmouth,NJ
40.4845226131,-74.1628643216,340258017005001,Monmouth,NJ
40.4845226131,-74.1596984925,340258017005001,Monmouth,NJ
40.4845226131,-74.1565326633,340258017005001,Monmouth,NJ
40.4845226131,-74.1533668342,340258017005001,Monmouth,NJ
40.4845226131,-74.150201005,340258017005000,Monmouth,NJ
40.4845226131,-74.1470351759,340258017005000,Monmouth,NJ
40.4845226131,-74.1438693467,340258017005000,Monmouth,NJ
40.4845226131,-74.1407035176,340258017005000,Monmouth,NJ
40.4845226131,-74.1375376884,340258017005000,Monmouth,NJ
40.4845226131,-74.1343718593,340258017005000,Monmouth,NJ
40.4845226131,-74.1312060302,340258017005000,Monmouth,NJ
40.4845226131,-74.128040201,340258017005000,Monmouth,NJ
40.4845226131,-74.12487437189999,340258017005000,Monmouth,NJ
40.4845226131,-74.1217085427,340258017005000,Monmouth,NJ
40.4845226131,-74.1185427136,340258017005000,Monmouth,NJ
40.4845226131,-74.11537688439999,340258017005000,Monmouth,NJ
40.4845226131,-74.1122110553,340258017005000,Monmouth,NJ
40.4845226131,-74.1090452261,340258017005000,Monmouth,NJ
40.4845226131,-74.105879397,340258017005000,Monmouth,NJ
40.4845226131,-74.1027135678,340258016001000,Monmouth,NJ
40.4845226131,-74.0995477387,340258016001000,Monmouth,NJ
40.4845226131,-74.0963819095,340258016001000,Monmouth,NJ
40.4845226131,-74.0932160804,340258016001000,Monmouth,NJ
40.4845226131,-74.0900502513,340259900000005,Monmouth,NJ
40.4845226131,-74.0868844221,340259900000005,Monmouth,NJ
40.4845226131,-74.083718593,340259900000005,Monmouth,NJ
40.4845226131,-74.0805527638,340259900000005,Monmouth,NJ
40.4845226131,-74.0773869347,340259900000005,Monmouth,NJ
40.4845226131,-74.0742211055,340259900000005,Monmouth,NJ
40.4845226131,-74.0710552764,340259900000005,Monmouth,NJ
40.4845226131,-74.0678894472,340259900000005,Monmouth,NJ
40.4845226131,-74.0647236181,340259900000005,Monmouth,NJ
40.4845226131,-74.0615577889,340259900000005,Monmouth,NJ
40.4845226131,-74.05839195979999,340259900000005,Monmouth,NJ
40.4845226131,-74.05522613069999,340259900000005,Monmouth,NJ
40.4845226131,-74.05206030149999,340259900000005,Monmouth,NJ
40.4845226131,-74.0488944724,340259900000005,Monmouth,NJ
40.4845226131,-74.0457286432,340259900000005,Monmouth,NJ
40.4845226131,-74.0425628141,340259900000005,Monmouth,NJ
40.4845226131,-74.0393969849,340259900000005,Monmouth,NJ
40.4845226131,-74.0362311558,340259900000005,Monmouth,NJ
40.4845226131,-74.0330653266,340259900000005,Monmouth,NJ
40.4845226131,-74.0298994975,340259900000005,Monmouth,NJ
40.4845226131,-74.0267336683,340258121001001,Monmouth,NJ
40.4845226131,-74.0235678392,340258121001001,Monmouth,NJ
40.4845226131,-74.0204020101,340259900000004,Monmouth,NJ
40.4845226131,-74.0172361809,340259900000004,Monmouth,NJ
40.4845226131,-74.0140703518,340259900000004,Monmouth,NJ
40.4845226131,-74.0109045226,340259900000004,Monmouth,NJ
40.4845226131,-74.0077386935,340259900000004,Monmouth,NJ
40.4845226131,-74.0045728643,340259900000004,Monmouth,NJ
40.4845226131,-74.0014070352,340259900000004,Monmouth,NJ
40.4845226131,-73.998241206,340259900000004,Monmouth,NJ
40.4845226131,-73.99507537689999,340259900000004,Monmouth,NJ
40.4845226131,-73.9919095477,340259900000004,Monmouth,NJ
40.4845226131,-73.98874371859999,340259900000003,Monmouth,NJ
40.4845226131,-73.98557788939999,340259900000003,Monmouth,NJ
40.4845226131,-73.98241206029999,340259900000003,Monmouth,NJ
40.4845226131,-73.9792462312,340259900000003,Monmouth,NJ
40.4845226131,-73.976080402,340259900000003,Monmouth,NJ
40.4845226131,-73.9729145729,340259900000003,Monmouth,NJ
40.4845226131,-73.9697487437,340259900000003,Monmouth,NJ
40.4845226131,-73.9665829146,340259900000003,Monmouth,NJ
40.4845226131,-73.9634170854,340259900000003,Monmouth,NJ
40.4845226131,-73.9602512563,340259900000003,Monmouth,NJ
40.4845226131,-73.9570854271,340259900000003,Monmouth,NJ
40.4845226131,-73.953919598,340259900000003,Monmouth,NJ
40.4845226131,-73.9507537688,340259900000003,Monmouth,NJ
40.4845226131,-73.9475879397,340259900000003,Monmouth,NJ
40.4845226131,-73.9444221106,340259900000003,Monmouth,NJ
40.4845226131,-73.9412562814,340259900000003,Monmouth,NJ
40.4845226131,-73.93809045229999,340259900000003,Monmouth,NJ
40.4845226131,-73.9349246231,340259900000003,Monmouth,NJ
40.4845226131,-73.93175879399999,340259900000003,Monmouth,NJ
40.4845226131,-73.92859296479999,340259900000003,Monmouth,NJ
40.4845226131,-73.92542713569999,340259900000003,Monmouth,NJ
40.4845226131,-73.92226130649999,340259900000003,Monmouth,NJ
40.4845226131,-73.91909547739999,340259900000003,Monmouth,NJ
40.4845226131,-73.91592964819999,340259900000003,Monmouth,NJ
40.4845226131,-73.9127638191,340259900000003,Monmouth,NJ
40.4845226131,-73.90959798989999,340259900000003,Monmouth,NJ
40.4845226131,-73.9064321608,340259900000001,Monmouth,NJ
40.4845226131,-73.9032663317,340259900000001,Monmouth,NJ
40.4845226131,-73.9001005025,340259900000001,Monmouth,NJ
40.4845226131,-73.8969346734,340259900000001,Monmouth,NJ
40.4845226131,-73.8937688442,340259900000001,Monmouth,NJ
40.4845226131,-73.8906030151,340259900000001,Monmouth,NJ
40.4867839196,-74.28,340230075001005,Middlesex,NJ
40.4867839196,-74.2768341709,340230075001005,Middlesex,NJ
40.4867839196,-74.2736683417,340230075001000,Middlesex,NJ
40.4867839196,-74.2705025126,340230075001000,Middlesex,NJ
40.4867839196,-74.2673366834,340230076003001,Middlesex,NJ
40.4867839196,-74.2641708543,340230076003001,Middlesex,NJ
40.4867839196,-74.2610050251,340230076003001,Middlesex,NJ
40.4867839196,-74.257839196,340230076003001,Middlesex,NJ
40.4867839196,-74.2546733668,340230076003001,Middlesex,NJ
40.4867839196,-74.25150753770001,360859901000012,Richmond,NY
40.4867839196,-74.2483417085,360859901000012,Richmond,NY
40.4867839196,-74.2451758794,360859901000012,Richmond,NY
40.4867839196,-74.2420100503,360859901000012,Richmond,NY
40.4867839196,-74.2388442211,360859901000012,Richmond,NY
40.4867839196,-74.235678392,360859901000011,Richmond,NY
40.4867839196,-74.2325125628,360859901000011,Richmond,NY
40.4867839196,-74.2293467337,360859901000011,Richmond,NY
40.4867839196,-74.2261809045,360859901000011,Richmond,NY
40.4867839196,-74.2230150754,360859901000011,Richmond,NY
40.4867839196,-74.2198492462,360859901000011,Richmond,NY
40.4867839196,-74.2166834171,360859901000010,Richmond,NY
40.4867839196,-74.2135175879,360859901000010,Richmond,NY
40.4867839196,-74.2103517588,360859901000010,Richmond,NY
40.4867839196,-74.2071859296,360859901000010,Richmond,NY
40.4867839196,-74.2040201005,360859901000010,Richmond,NY
40.4867839196,-74.2008542714,360859901000009,Richmond,NY
40.4867839196,-74.1976884422,360859901000009,Richmond,NY
40.4867839196,-74.1945226131,360859901000009,Richmond,NY
40.4867839196,-74.1913567839,360859901000009,Richmond,NY
40.4867839196,-74.18819095479999,360859901000009,Richmond,NY
40.4867839196,-74.1850251256,360859901000009,Richmond,NY
40.4867839196,-74.1818592965,360859901000009,Richmond,NY
40.4867839196,-74.1786934673,360859901000009,Richmond,NY
40.4867839196,-74.1755276382,360859901000009,Richmond,NY
40.4867839196,-74.172361809,360859901000009,Richmond,NY
40.4867839196,-74.1691959799,340258017005001,Monmouth,NJ
40.4867839196,-74.1660301508,340258017005001,Monmouth,NJ
40.4867839196,-74.1628643216,340258017005001,Monmouth,NJ
40.4867839196,-74.1596984925,340258017005001,Monmouth,NJ
40.4867839196,-74.1565326633,340258017005001,Monmouth,NJ
40.4867839196,-74.1533668342,340258017005000,Monmouth,NJ
40.4867839196,-74.150201005,340258017005000,Monmouth,NJ
40.4867839196,-74.1470351759,340258017005000,Monmouth,NJ
40.4867839196,-74.1438693467,340258017005000,Monmouth,NJ
40.4867839196,-74.1407035176,340258017005000,Monmouth,NJ
40.4867839196,-74.1375376884,340258017005000,Monmouth,NJ
40.4867839196,-74.1343718593,340258017005000,Monmouth,NJ
40.4867839196,-74.1312060302,340258017005000,Monmouth,NJ
40.4867839196,-74.128040201,340258017005000,Monmouth,NJ
40.4867839196,-74.12487437189999,340258017005000,Monmouth,NJ
40.4867839196,-74.1217085427,340258017005000,Monmouth,NJ
40.4867839196,-74.1185427136,340258017005000,Monmouth,NJ
40.4867839196,-74.11537688439999,340258017005000,Monmouth,NJ
40.4867839196,-74.1122110553,340258017005000,Monmouth,NJ
40.4867839196,-74.1090452261,340258017005000,Monmouth,NJ
40.4867839196,-74.105879397,340258017005000,Monmouth,NJ
40.4867839196,-74.1027135678,340258017005000,Monmouth,NJ
40.4867839196,-74.0995477387,340258016001000,Monmouth,NJ
40.4867839196,-74.0963819095,340258016001000,Monmouth,NJ
40.4867839196,-74.0932160804,340258016001000,Monmouth,NJ
40.4867839196,-74.0900502513,340259900000005,Monmouth,NJ
40.4867839196,-74.0868844221,340259900000005,Monmouth,NJ
40.4867839196,-74.083718593,340259900000005,Monmouth,NJ
40.4867839196,-74.0805527638,340259900000005,Monmouth,NJ
40.4867839196,-74.0773869347,340259900000005,Monmouth,NJ
40.4867839196,-74.0742211055,340259900000005,Monmouth,NJ
40.4867839196,-74.0710552764,340259900000005,Monmouth,NJ
40.4867839196,-74.0678894472,340259900000005,Monmouth,NJ
40.4867839196,-74.0647236181,340259900000005,Monmouth,NJ
40.4867839196,-74.0615577889,340259900000005,Monmouth,NJ
40.4867839196,-74.05839195979999,340259900000005,Monmouth,NJ
40.4867839196,-74.05522613069999,340259900000005,Monmouth,NJ
40.4867839196,-74.05206030149999,340259900000005,Monmouth,NJ
40.4867839196,-74.0488944724,340259900000005,Monmouth,NJ
40.4867839196,-74.0457286432,340259900000005,Monmouth,NJ
40.4867839196,-74.0425628141,340259900000005,Monmouth,NJ
40.4867839196,-74.0393969849,340259900000005,Monmouth,NJ
40.4867839196,-74.0362311558,340259900000005,Monmouth,NJ
40.4867839196,-74.0330653266,340259900000005,Monmouth,NJ
40.4867839196,-74.0298994975,340259900000005,Monmouth,NJ
40.4867839196,-74.0267336683,340259900000002,Monmouth,NJ
40.4867839196,-74.0235678392,340259900000002,Monmouth,NJ
40.4867839196,-74.0204020101,340259900000002,Monmouth,NJ
40.4867839196,-74.0172361809,340259900000002,Monmouth,NJ
40.4867839196,-74.0140703518,340259900000002,Monmouth,NJ
40.4867839196,-74.0109045226,340259900000002,Monmouth,NJ
40.4867839196,-74.0077386935,340259900000002,Monmouth,NJ
40.4867839196,-74.0045728643,340259900000002,Monmouth,NJ
40.4867839196,-74.0014070352,340259900000002,Monmouth,NJ
40.4867839196,-73.998241206,340259900000002,Monmouth,NJ
40.4867839196,-73.99507537689999,340259900000002,Monmouth,NJ
40.4867839196,-73.9919095477,340259900000002,Monmouth,NJ
40.4867839196,-73.98874371859999,340259900000002,Monmouth,NJ
